sequential_time, threaded_time
1.60188889503479,1.8073408603668213
1.491265058517456,1.5646357536315918
1.5438172817230225,1.5299711227416992
1.547997236251831,1.533078908920288
1.5251851081848145,1.5320980548858643
1.5176801681518555,1.5395328998565674
1.5317130088806152,1.5135951042175293
1.54758620262146,1.5623741149902344
1.5275259017944336,1.5443971157073975
1.4798002243041992,1.6626992225646973
average:
1.5314459085464478 sequentially, 1.5789723157882691 in threaded implementation
